business_name	,Open /Closed,Street Number,Street Name 1,Street Name 2,business_phone_number	,website,Facebook,Instagram,long_business_description,"Restaurants, Food & Drink, Grocery / Convenience Stores",Stores & Shopping,"Medical, Health, Wellness & Fitness",Arts & Entertainment,"Automotive, Contractors & Construction Materials",Hair & Nails,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",business_address,zip_code,business_website_address,,,,business_genre,business_contact_email
Tico's Tacos Tex Mex,,1627,South Street,"Philadelphia, PA 19146",(215) 546-2122,orderticostacostexmex.com/,,,Restaurant / Bar,X,,,,,,,1627 South Street,"Philadelphia, PA 19146",orderticostacostexmex.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Indian Restaurant,,1634,South Street,"Philadelphia, PA 19146",(215) 964-9451,indianrestaurantpa.com,facebook.com/food1634,,Restaurant / Bar,X,,,,,,,1634 South Street,"Philadelphia, PA 19146",indianrestaurantpa.com,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Nori Sushi,,1636,South Street,"Philadelphia, PA 19146",(215) 735-6668,norisushiphiladelphia.com/,,,Restaurant / Bar,X,,,,,,,1636 South Street,"Philadelphia, PA 19146",norisushiphiladelphia.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
New South China Restaurant,,1640,South Street,"Philadelphia, PA 19146",(215) 732-7789,newsouthchinapa.com/,,,Restaurant / Bar,X,,,,,,,1640 South Street,"Philadelphia, PA 19146",newsouthchinapa.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Kei Sushi Restaurant,,1711,South Street,"Philadelphia, PA 19146",(215) 309-2925,keisushiphilly.net/,facebook.com/Kei-Sushi-Restaurant-151207292035001,instagram.com/kei_sushi_restaurant,Restaurant / Bar,X,,,,,,,1711 South Street,"Philadelphia, PA 19146",keisushiphilly.net/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Pumpkin,,1713,South Street,"Philadelphia, PA 19146",(215) 545-4448,pumpkinphilly.com/,facebook.com/pumpkinbyob/?ref=br_rs,instagram.com/pumpkinphilly/?hl=en,Restaurant / Bar,X,,,,,,,1713 South Street,"Philadelphia, PA 19146",pumpkinphilly.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Lazaro's Pizza,,1743,South Street,"Philadelphia, PA 19146",(215) 545-2775,lazarospizzagrill.com,facebook.com/pages/Lazaros-Pizzeria-Grill/108164392559282,,Restaurant / Bar,X,,,,,,,1743 South Street,"Philadelphia, PA 19146",lazarospizzagrill.com,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Bistro Southeast,,1824,South Street,"Philadelphia, PA 19146",(267) 758-2838,bistrosoutheast.com,facebook.com/bistrosoutheastsouthst/,,Restaurant / Bar,X,,,,,,,1824 South Street,"Philadelphia, PA 19146",bistrosoutheast.com,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Randazzo's Pizzeria,,1826,South Street,"Philadelphia, PA 19146",(215) 546-1566,randazzospizzaphiladelphia.com,facebook.com/RandazzosPhilly/,,Restaurant / Bar,X,,,,,,,1826 South Street,"Philadelphia, PA 19146",randazzospizzaphiladelphia.com,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Fortune Chinese Restaurant,,1828,South Street,"Philadelphia, PA 19146",(215) 546-3366,fortunechinesepa.com/,,,Restaurant / Bar,X,,,,,,,1828 South Street,"Philadelphia, PA 19146",fortunechinesepa.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
TEN STONE,,2059,South Street,"Philadelphia, PA 19146",(215) 735-9939,tenstone.com/,facebook.com/TenStone-Restaurant-Bar-208511665888552/,instagram.com/explore/locations/10166/ten-stone/,Restaurant / Bar,X,,,,,,,2059 South Street,"Philadelphia, PA 19146",tenstone.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Honey's Sit 'N Eat,,2101,South Street,"Philadelphia, PA 19146",(215) 732-5130,honeyssitneat.com/,facebook.com/honeyssitneat/,instagram.com/honeyssitneat/,Restaurant / Bar,X,,,,,,,2101 South Street,"Philadelphia, PA 19146",honeyssitneat.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Andy's Chicken,,2108,South Street,"Philadelphia, PA 19146",(215) 515-3553,andyschicken.com,,instagram.com/andys_chicken,Restaurant / Bar,X,,,,,,,2108 South Street,"Philadelphia, PA 19146",andyschicken.com,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Rita's Italian Ice & Frozen Custard,,2124,South Street,"Philadelphia, PA 19146",(267) 428-3533,ritasfranchises.com/stores/store.cfm/South%20Street%20West-19146/store/3215,facebook.com/SouthStreetWestRitas,instagram.com/ritasice/,Restaurant / Bar,X,,,,,,,2124 South Street,"Philadelphia, PA 19146",ritasfranchises.com/stores/store.cfm/South%20Street%20West-19146/store/3215,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
My Thai,,2200,South Street,"Philadelphia, PA 19146",(215) 985-1878,mythaiphilly.com/,mythaiphilly.com/#,,Restaurant / Bar,X,,,,,,,2200 South Street,"Philadelphia, PA 19146",mythaiphilly.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Fuzhou House,,2202,South Street,"Philadelphia, PA 19146",(215) 732-6629,orderfuzhouhouse.com/,,,Restaurant / Bar,X,,,,,,,2202 South Street,"Philadelphia, PA 19146",orderfuzhouhouse.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Ants Pants Café,,2212,South Street,"Philadelphia, PA 19146",(215) 875-8002,antspantscafe.com/,facebook.com/antspantscafe,instagram.com/antspantscafe,Restaurant / Bar,X,,,,,,,2212 South Street,"Philadelphia, PA 19146",antspantscafe.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Falafel Time,,2214,South Street,"Philadelphia, PA 19146",(215) 516-7888,falafel-time-mediterranean-restaurant.business.site/?utm_source=gmb&utm_medium=referral,,,Restaurant / Bar,X,,,,,,,2214 South Street,"Philadelphia, PA 19146",falafel-time-mediterranean-restaurant.business.site/?utm_source=gmb&utm_medium=referral,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Callahan's Grille,,2615,South Street,"Philadelphia, PA 19146",(267) 639-2561,yelp.com/biz/callahans-grille-philadelphia,facebook.com/Callahans-South-Street-Pub-153101388052117/,,Restaurant / Bar,X,,,,,,,2615 South Street,"Philadelphia, PA 19146",yelp.com/biz/callahans-grille-philadelphia,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
WATERFRONT GOURMET,,2716,South Street,"Philadelphia, PA 19146",(267) 797-2467,waterfrontgourmet.com/,facebook.com/waterfrontgourmet,instagram.com/waterfrontgourmet,Restaurant / Bar,X,,,,,,,2716 South Street,"Philadelphia, PA 19146",waterfrontgourmet.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Huong Tram Restaurant,,1601,Washington Avenue,"Philadelphia, PA 19146",(215) 545-4067,yelp.com/biz/huong-tram-philadelphia,facebook.com/pages/category/Pho-Restaurant/HUONG-TRAM-restaurant-939112589508009/,,Restaurant / Bar,X,,,,,,,1601 Washington Avenue,"Philadelphia, PA 19146",yelp.com/biz/huong-tram-philadelphia,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Martabak OK,,1801,Washington Avenue,"Philadelphia, PA 19146",(267) 534-3644,martabakok.com/,facebook.com/martabakokphilly/,instagram.com/martabakok/,Restaurant / Bar,X,,,,,,,1801 Washington Avenue,"Philadelphia, PA 19146",martabakok.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Chick's (Bar & Grill),,1807,Washington Avenue,"Philadelphia, PA 19146",(215) 546-2233,chicksphilly.com/,facebook.com/Chicksphilly/,instagram.com/Chicksphilly/,Restaurant / Bar,X,,,,,,,1807 Washington Avenue,"Philadelphia, PA 19146",chicksphilly.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Café Ynez,,2025,Washington Avenue,"Philadelphia, PA 19146",(215) 278-7579,cafeynez.com/,facebook.com/cafeynez,instagram.com/cafeynez/,Restaurant / Bar,X,,,,,,,2025 Washington Avenue,"Philadelphia, PA 19146",cafeynez.com/,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Dock Street's Brewery,,2118,Washington Avenue,"Philadelphia, PA 19146",(215) 726-2337,dockstreetbeer.com/brewpub-location,facebook.com/DockStreetBrewery/?ref=hl,instagram.com/dockstreetbeer,Restaurant / Bar,X,,,,,,,2118 Washington Avenue,"Philadelphia, PA 19146",dockstreetbeer.com/brewpub-location,,,,"Restaurants, Food & Drink, Grocery / Convenience Stores",","
Houdini Lock & Safe,,616,S Broad Street,"Philadelphia, PA 19146",(215) 884-2500,houdinionline.com/,facebook.com/HoudiniLock/?ref=br_rs,,Retail,,X,,,,,X,616 S Broad Street,"Philadelphia, PA 19146",houdinionline.com/,,,,Stores & Shopping,","
Via Bicycle,,622,S Broad Street,"Philadelphia, PA 19146",(215) 627-3370,bikeville.com/,facebook.com/viabicyclePHL/,,Retail,,X,,,,,X,622 S Broad Street,"Philadelphia, PA 19146",bikeville.com/,,,,Stores & Shopping,","
RITE AID OF PENNSYLVANIA INC,,810,S Broad Street,"Philadelphia, PA 19146",(215) 985-0113,locations.riteaid.com/locations/pa/philadelphia/810-814-south-broad-street.html,facebook.com/riteaid,,Retail,,X,,,,,X,810 S Broad Street,"Philadelphia, PA 19146",locations.riteaid.com/locations/pa/philadelphia/810-814-south-broad-street.html,,,,Stores & Shopping,","
Sprint,,1000,S Broad Street,"Philadelphia, PA 19146",(215) 543-6414,sprint.com/locations/pa/philadelphia/1000-s-broad-street,facebook.com/sprint,instagram.com/sprint/?hl=en,Retail,,X,,,,,X,1000 S Broad Street,"Philadelphia, PA 19146",sprint.com/locations/pa/philadelphia/1000-s-broad-street,,,,Stores & Shopping,","
Target,,1020,S Broad Street,"Philadelphia, PA 19146",(215) 201-3956,target.com/sl/phila-broad-and-washington/3263,target.com/#,target.com/#,Retail,,X,,,,,X,1020 S Broad Street,"Philadelphia, PA 19146",target.com/sl/phila-broad-and-washington/3263,,,,Stores & Shopping,","
Family Dollar,,1700,Washington Avenue,"Philadelphia, PA 19146",(215) 546-1672,locations.familydollar.com/pa/philadelphia/28371/,facebook.com/familydollar,,Retail,,X,,,,,X,1700 Washington Avenue,"Philadelphia, PA 19146",locations.familydollar.com/pa/philadelphia/28371/,,,,Stores & Shopping,","
Metro by T-Mobile,,1901,Washington Avenue,"Philadelphia, PA 19146",(215) 575-5990,metrobyt-mobile.com/,twitter.com/MetroPCS,instagram.com/metrobytmobile/,Retail,,X,,,,,X,1901 Washington Avenue,"Philadelphia, PA 19146",metrobyt-mobile.com/,,,,Stores & Shopping,","
Habitat for Humanity Philadelphia ReStore,,2318,Washington Avenue,"Philadelphia, PA 19146",(215) 739-9300,habitatphiladelphia.org/restore/,facebook.com/pages/Habitat-for-Humanity-Philadelphia/127853630577256,instagram.com/habitatphilly/,Retail,,X,,,,,X,2318 Washington Avenue,"Philadelphia, PA 19146",habitatphiladelphia.org/restore/,,,,Stores & Shopping,","
Fine Wine & Good Spirits,,1403,Washington Avenue,"Philadelphia, PA 19146",(215) 218-4700,finewineandgoodspirits.com/webapp/wcs/stores/servlet/CatalogSearchResultView?langId=-1&categoryId=1333936&storeId=10051&krypto=IEnaBpDJiMQ%2Ffo3e0VUhT8ugNLCWvLbmjmNNsrXItfAEBC4ZV5bsP5sm73xeo%2BzX8GMzYbnkPWj3qIY5bKGTy50oFEXUpGXHG25s5gt4bQrF9WTb4b9in55%2BSYTCnVM80cqvEKuGhnx4O0LzDIHMKCRJG0Cl%2Bk0QsS2dLdMUADUYgScChZQ67ePQ5Ez41%2B6u&ddkey=https%3APLCBSelectStoreCmd,facebook.com/PAWineSpirits/,instagram.com/pawinespirits/,Retail (Alcohol),,X,,,,,X,1403 Washington Avenue,"Philadelphia, PA 19146",finewineandgoodspirits.com/webapp/wcs/stores/servlet/CatalogSearchResultView?langId=-1&categoryId=1333936&storeId=10051&krypto=IEnaBpDJiMQ%2Ffo3e0VUhT8ugNLCWvLbmjmNNsrXItfAEBC4ZV5bsP5sm73xeo%2BzX8GMzYbnkPWj3qIY5bKGTy50oFEXUpGXHG25s5gt4bQrF9WTb4b9in55%2BSYTCnVM80cqvEKuGhnx4O0LzDIHMKCRJG0Cl%2Bk0QsS2dLdMUADUYgScChZQ67ePQ5Ez41%2B6u&ddkey=https%3APLCBSelectStoreCmd,,,,Stores & Shopping,","
Springfield Beer Distributor,,2206,Washington Avenue,"Philadelphia, PA 19146",(215) 546-7301,yelp.com/biz/springfield-beer-distributor-philadelphia-3,facebook.com/pages/Springfield-Beer-Distributor/151793411499353,,Retail (Alcohol),,X,,,,,X,2206 Washington Avenue,"Philadelphia, PA 19146",yelp.com/biz/springfield-beer-distributor-philadelphia-3,,,,Stores & Shopping,","
C R Ettinger Studio,,2215,South Street,"Philadelphia, PA 19146",(610) 585-4084,crettinger.com/home.html,facebook.com/CrEttingerStudio/,,Retail (Art Gallery),,X,,,,,X,2215 South Street,"Philadelphia, PA 19146",crettinger.com/home.html,,,,Stores & Shopping,","
Bicycle Therapy,,2211,South Street,"Philadelphia, PA 19146",(215) 735-7849,bicycletherapy.com/,facebook.com/bicycletherapyphilly/,,Retail (Bicycles),,X,X,,,,X,2211 South Street,"Philadelphia, PA 19146",bicycletherapy.com/,,,,Stores & Shopping,","
Hearth & Stove,,1719,South Street,"Philadelphia, PA 19146",(215) 545-2505,hearthandstove.com/,facebook.com/pages/Hearth-and-Stove/187918671232094,,"Retail (Stoves, Fireplaces Chimney)",,X,,,,,X,1719 South Street,"Philadelphia, PA 19146",hearthandstove.com/,,,,Stores & Shopping,","
Woven Treasures,,2221,Grays Ferry Avenue,"Philadelphia, PA 19146",(215) 546-8448,woventreasuresphiladelphia.com/,facebook.com/woventreasuresphiladelphia/,,Retail (Wool Items),,X,,,,,X,2221 Grays Ferry Avenue,"Philadelphia, PA 19146",woventreasuresphiladelphia.com/,,,,Stores & Shopping,","
CVS Pharmacy,,1020,S Broad Street,"Philadelphia, PA 19146",(215) 772-3009,cvs.com/store-locator/cvs-pharmacy-address/1020+South+Broad+St-Philadelphia-PA-19146/storeid=17741?WT.mc_id=LS_GOOGLE_RX_17741,facebook.com/CVS,,Retail / Medical / Pharmacy,,,X,,,,X,1020 S Broad Street,"Philadelphia, PA 19146",cvs.com/store-locator/cvs-pharmacy-address/1020+South+Broad+St-Philadelphia-PA-19146/storeid=17741?WT.mc_id=LS_GOOGLE_RX_17741,,,,"Medical, Health, Wellness & Fitness",","
The Naked Peach Waxing Boutique,,1725,South Street,"Philadelphia, PA 19146",(215) 735-6736,thenakedpeach.com,facebook.com/The-Naked-Peach-Waxing-Boutique-336271199807057/,,Hair Salon,,,,,,X,,1725 South Street,"Philadelphia, PA 19146",thenakedpeach.com,,,,Hair & Nails,","
Chester A. Arthur School,,2000,Catharine Street,"Philadelphia, PA 19146",(215) 400-7940,arthur.philasd.org/,facebook.com/pages/Arthur-Chester-ASchool/1533692690221657?ref=br_rs,,School / Educational,,,,,,,X,2000 Catharine Street,"Philadelphia, PA 19146",arthur.philasd.org/,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
Universal Institute Charter School,,801,S 15th Street,"Philadelphia, PA 19146",(215) 732-2876,universalfamilyofschools.org/universal-institute-charter-school/,facebook.com/UniversalFamilyofSchools/,instagram.com/universalphiladelphia/,School / Educational,,,,,,,X,801 S 15th Street,"Philadelphia, PA 19146",universalfamilyofschools.org/universal-institute-charter-school/,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
Edwin M. Stanton School,,901,S 17th Street,"Philadelphia, PA 19146",(215) 875-3185,emstanton.philasd.org/,facebook.com/EmStantonElementarySchool/,,School / Educational,,,,,,,X,901 S 17th Street,"Philadelphia, PA 19146",emstanton.philasd.org/,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
Learning Train Academy,,629,S 19th Street,"Philadelphia, PA 19146",(215) 875-8390,learningtrainacademy.com/,facebook.com/learningtrainacademy/?ref=br_rs,,School / Educational,,,,,,,X,629 S 19th Street,"Philadelphia, PA 19146",learningtrainacademy.com/,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
The Aspen Grove School,,1600,Christian Street,"Philadelphia, PA 19146",(267) 239-2504,aspengrovephilly.com/,facebook.com/theaspengroveschool/,,School / Educational / Day Care,,,,,,,X,1600 Christian Street,"Philadelphia, PA 19146",aspengrovephilly.com/,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
Philly Free School,,2001,Christian Street,"Philadelphia, PA 19146",(215) 218-9586,phillyfreeschool.org/,facebook.com/phillyfreeschool,instagram.com/phillyfreeschool?ref=badge,School / Educational / Day Care,,,,,,,X,2001 Christian Street,"Philadelphia, PA 19146",phillyfreeschool.org/,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
Western Learning Center,,1613,South Street,"Philadelphia, PA 19146",(215) 735-1261,westernlearningcenter.org,facebook.com/Western-Learning-Center-121349307911780/?ref=br_rs,,School / Educational / Day Care,,,,,,,X,1613 South Street,"Philadelphia, PA 19146",westernlearningcenter.org,,,,"Other Businesses (Parks, School, Banks, Drycleaner/Laundromat, Houses of Worship, Senior Services, Professional Services, Legal, Kids, Pets, Parks & Recreation, Parking)",","
St. Charles Senior Center,,1941,Christian Street,"Philadelphia, PA 19146",(215) 790-9530,archphila.org/,facebook.com/ArchPhila,instagram.com/archphilly/?ref=badge,Senior Services,,X,,,,,X,1941 Christian Street,"Philadelphia, PA 19146",archphila.org/,,,,Stores & Shopping,","
Richardson Alarm Services,,1535,South Street,"Philadelphia, PA 19146",(215) 735-3010,,,,Service (Alarm),,X,,,,,X,1535 South Street,"Philadelphia, PA 19146",,,,,Stores & Shopping,","
Sweet Pea Event Decorator,,2227,Grays Ferry Avenue,"Philadelphia, PA 19146",(215) 732-3454,sweetpeaflowers.com/,facebook.com/shelby.fraser.33,,Service (Decoration),,X,,,,,X,2227 Grays Ferry Avenue,"Philadelphia, PA 19146",sweetpeaflowers.com/,,,,Stores & Shopping,","
Amazon Hub + Locker,,2306,South Street,"Philadelphia, PA 19146",(888) 280-4331,,facebook.com/pages/category/E-commerce-Website/Amazon-at-Graduate-Hospital-2282743885340291/,,Service (Mail Pick-up),,X,,,,,X,2306 South Street,"Philadelphia, PA 19146",facebook.com/pages/category/E-commerce-Website/Amazon-at-Graduate-Hospital-2282743885340291/,,,,Stores & Shopping,","
Jade Business Services,,2003,South Street,"Philadelphia, PA 19146",(215) 546-9336,,,,Services (Accountants),,X,,,,,X,2003 South Street,"Philadelphia, PA 19146",,,,,Stores & Shopping,","
The Baker's Jar,,625,S 16th Street,"Philadelphia, PA 19146",(267) 519-0609,bakersjarphilly.com/,facebook.com/pages/The-Bakers-Jar/469172573199895,instagram.com/bakersjarphilly,Services (Bakery),,X,,,,,X,625 S 16th Street,"Philadelphia, PA 19146",bakersjarphilly.com/,,,,Stores & Shopping,","
Hung Long Communications,,1601,Washington Avenue,"Philadelphia, PA 19146",(215) 732-9049,,,,Services (Cell phone),,X,,,,,X,1601 Washington Avenue,"Philadelphia, PA 19146",,,,,Stores & Shopping,","
TeleStar Wireless,,1635,Washington Avenue,"Philadelphia, PA 19146",(215) 735-9343,,facebook.com/pages/Telestar-Wireless/656124707770531,,Services (Cell phone),,X,,,,,X,1635 Washington Avenue,"Philadelphia, PA 19146",facebook.com/pages/Telestar-Wireless/656124707770531,,,,Stores & Shopping,","
Cellular Express & Repair,,1801,Washington Avenue,"Philadelphia, PA 19146",(215) 735-1477,cellular-express-and-repairs-llc.business.site/,facebook.com/pages/Cellular-Express-Services/1435848316660630,,Services (Cell phone),,X,,,,,X,1801 Washington Avenue,"Philadelphia, PA 19146",cellular-express-and-repairs-llc.business.site/,,,,Stores & Shopping,","
Your Other Hands Nanny Service,,714,S Colorado Street,"Philadelphia, PA 19146",(215) 790-0990,yourotherhands.com/,facebook.com/YourOtherHandsNannyService/?ref=br_rs,,Services (Day Care),,X,,,,,X,714 S Colorado Street,"Philadelphia, PA 19146",yourotherhands.com/,,,,Stores & Shopping,","
Perfection Events Inc.,,628,S 16th Street,"Philadelphia, PA 19146",(888) 267-1859,perfection-events.com/,facebook.com/perfectionevents,,Services (Event Planning),,X,,,,,X,628 S 16th Street,"Philadelphia, PA 19146",perfection-events.com/,,,,Stores & Shopping,","
The Foreign Mission Board,,701,S 19th Street,"Philadelphia, PA 19146",(215) 735-7868,nbcforeignmissions.org/,facebook.com/The-Foreign-Mission-Board-of-NBC-USA-Inc-307659709248966/,instagram.com/theforeignmissionboard/,Services (Foreign Assistance),,X,,,,,X,701 S 19th Street,"Philadelphia, PA 19146",nbcforeignmissions.org/,,,,Stores & Shopping,","
Slater Funeral Home,,1426,Fitzwater Street,"Philadelphia, PA 19146",(215) 545-3055,slaterfuneralhome.com/,,,Services (Funeral Home),,X,,,,,X,1426 Fitzwater Street,"Philadelphia, PA 19146",slaterfuneralhome.com/,,,,Stores & Shopping,","
Erie Insurance - Gallo Insurance Agency,,617,S 18th Street,"Philadelphia, PA 19146",(215) 545-9500,erieinsurance.com/agencies/aa8210,facebook.com/pages/Gallo-Insurance-Agency/361612087193643,,Services (Insurance),,X,,,,,X,617 S 18th Street,"Philadelphia, PA 19146",erieinsurance.com/agencies/aa8210,,,,Stores & Shopping,","
Allstate - Sonny Tran,,1625,Washington Avenue,"Philadelphia, PA 19146",(215) 330-2674,agents.allstate.com/sonny-tran-philadelphia-pa.html,facebook.com/Allstate,,Services (Insurance),,X,,,,,X,1625 Washington Avenue,"Philadelphia, PA 19146",agents.allstate.com/sonny-tran-philadelphia-pa.html,,,,Stores & Shopping,","
NEXTFAB STUDIOS LLC,,2025,Washington Avenue,"Philadelphia, PA 19146",(215) 921-3649,nextfab.com/,facebook.com/NextFabStudio,instagram.com/nextfab_phl,Services (Material Work / Educational),,X,,,,,X,2025 Washington Avenue,"Philadelphia, PA 19146",nextfab.com/,,,,Stores & Shopping,","
United Check Cashing,,628,S Broad Street,"Philadelphia, PA 19146",(215) 735-5154,unitedcheckcashing.com/,facebook.com/UnitedCheckCashing.ucc/?ref=br_rs,,Services (Money Cashing),,X,,,,,X,628 S Broad Street,"Philadelphia, PA 19146",unitedcheckcashing.com/,,,,Stores & Shopping,","
Skai Blue Media,,732,S Broad Street,"Philadelphia, PA 19146",(215) 625-7988,skaibluemedia.com/,facebook.com/skaibluephilly,instagram.com/skaibluemedia,Services (PR),,X,,,,,X,732 S Broad Street,"Philadelphia, PA 19146",skaibluemedia.com/,,,,Stores & Shopping,","
A&T Business Services,,1601,Washington Avenue,"Philadelphia, PA 19146",(267) 687-7537,,,,Services (Taxes),,X,,,,,X,1601 Washington Avenue,"Philadelphia, PA 19146",,,,,Stores & Shopping,","
Image Revolver,,2020,South Street,"Philadelphia, PA 19146",(215) 650-7525,imagerevolver.com/,facebook.com/Image-Revolver-116145495402/,instagram.com/imagerevolver,Services (Video Marketing),,X,,,,,X,2020 South Street,"Philadelphia, PA 19146",imagerevolver.com/,,,,Stores & Shopping,","
Ready to Hand,,731,S 22nd Street,"Philadelphia, PA 19146",(267) 273-0636,readytohand.org/,facebook.com/readytohand/,,Services (Weaving),,X,,,,,X,731 S 22nd Street,"Philadelphia, PA 19146",readytohand.org/,,,,Stores & Shopping,","
Butcher's Sew Shop,,1912,South Street,"Philadelphia, PA 19146",(215) 309-1866,butcherssewshop.com/,facebook.com/butcherssewshop,instagram.com/butcherssewshop,Sewing Classes,,X,,,,,X,1912 South Street,"Philadelphia, PA 19146",butcherssewshop.com/,,,,Stores & Shopping,","
Langhorne Shoe Care & Repair,,2002,South Street,"Philadelphia, PA 19146",(215) 985-4700,langhorneshoerepair.com/,,,Shoe Repair / Key Shop,,X,,,,,X,2002 South Street,"Philadelphia, PA 19146",langhorneshoerepair.com/,,,,Stores & Shopping,","
Fine Wine & Good Spirits,,2429,South Street,"Philadelphia, PA 19146",(215) 731-2080,finewineandgoodspirits.com/webapp/wcs/stores/servlet/CatalogSearchResultView?langId=-1&categoryId=1333936&storeId=10051&krypto=vtC%2F3G7xhHMtTk3jjiIrj%2F%2F6xKQ75jDbfvb8sw7kXmwH58w3c5f0IFi%2BzdeqXO8SQ82lPtTHyyQ96jfCbH2UbPgZZ6qiYJbgGvlKvyAOML8t6bo7DBWBSUHJuNpH9F1fSOnqELUeYm9mkAUKYfKHpCA4J6i7%2BnMeGEsX%2ByR37RbdziknK1vFw9dxBhnqNzgr&ddkey=https%3APLCBSelectStoreCmd#facet:&productBeginIndex:&orderBy:[Ljava.lang.String;@41804180&pageView:&minPrice:&maxPrice:&pageSize:&,facebook.com/PAWineSpirits/,instagram.com/pawinespirits/,Shopping - Alcohol Distribution,,X,,,,,X,2429 South Street,"Philadelphia, PA 19146",finewineandgoodspirits.com/webapp/wcs/stores/servlet/CatalogSearchResultView?langId=-1&categoryId=1333936&storeId=10051&krypto=vtC%2F3G7xhHMtTk3jjiIrj%2F%2F6xKQ75jDbfvb8sw7kXmwH58w3c5f0IFi%2BzdeqXO8SQ82lPtTHyyQ96jfCbH2UbPgZZ6qiYJbgGvlKvyAOML8t6bo7DBWBSUHJuNpH9F1fSOnqELUeYm9mkAUKYfKHpCA4J6i7%2BnMeGEsX%2ByR37RbdziknK1vFw9dxBhnqNzgr&ddkey=https%3APLCBSelectStoreCmd#facet:&productBeginIndex:&orderBy:[Ljava.lang.String;@41804180&pageView:&minPrice:&maxPrice:&pageSize:&,,,,Stores & Shopping,","
Neighborhood Book Store,,1906,South Street,"Philadelphia, PA 19146",(215) 545-2665,authorshirts.com/,facebook.com/theneighborhoodbooks/,,Shopping - Book Store,,X,,,,,X,1906 South Street,"Philadelphia, PA 19146",authorshirts.com/,,,,Stores & Shopping,","
Senoj Clothing,,1609,South Street,"Philadelphia, PA 19146",(215) 398-5577,shopsenoj.com,facebook.com/senojclothing/?ref=br_rs,instagram.com/senojclothing/,Shopping - Boutique Clothing Store,,X,,,,,X,1609 South Street,"Philadelphia, PA 19146",shopsenoj.com,,,,Stores & Shopping,","
Burning Sphere,,2106,South Street,"Philadelphia, PA 19146",(610) 457-0698,,,,Shopping - Boutique Jewelry Design,,X,,,,,X,2106 South Street,"Philadelphia, PA 19146",,,,,Stores & Shopping,","
Loop,,1914,South Street,"Philadelphia, PA 19146",(215) 893-9939,loopyarn.com/,facebook.com/LoopYarn,instagram.com/loopyarn,Shopping - Yarn Supply,,X,,,,,X,1914 South Street,"Philadelphia, PA 19146",loopyarn.com/,,,,Stores & Shopping,","
